ID_Cliente,Nome_Completo,Data_Nascimento,Idade,Genero,Estado_Civil,Nacionalidade,Nivel_Educacional,Profissao,Renda_Mensal,Numero_Dependentes,Residencia_Propria,Tempo_Residencia_Anos,CEP,Score_Credito,ID_Conta,Tipo_Conta,Data_Abertura_Conta,Tempo_Relacionamento_Anos,Saldo_Atual,Limite_Cheque_Especial,Numero_Transacoes_Mes_Media,Valor_Transacao_Media,Tipo_Transacao_Mais_Comum,Frequencia_Transacoes_Online,Tem_Emprestimo_Ativo,Tipo_Emprestimo,Valor_Emprestimo,Taxa_Juros_Emprestimo,Prazo_Emprestimo_Meses,Status_Emprestimo,Canais_Utilizados,Numero_Reclamacoes_Ultimo_Ano,Satisfacao_Cliente,Saldo_Anterior_3M,Variacao_Saldo_Percentual_3M,Limite_Cartao_Credito,Utilizacao_Credito_Percentual,Numero_Emprestimos_Anteriores,Valor_Total_Emprestimos_Anteriores,Taxa_Media_Emprestimos_Anteriores,Perfil_Investidor,Segmento_Banco,Possui_Cartao_Credito,Possui_Seguro_Vida,Possui_Previdencia,Possui_Investimentos,Percentual_Pagamento_Fatura,Atraso_Medio_Pagamentos_Dias,Percentual_Comprometimento_Renda,Risco_Inadimplencia
8100,Joaquim Silveira,1978-02-26,46,Masculino,Solteiro,Brasileira,Ensino Fundamental,Recepcionista,,2.0,Sim,21.4,,625,8100,Corrente,2017-04-11,7.876796714579055,45333.68,6698.09,39,459.3,Compra Débito,Baixa,Sim,Pessoal,50761.13,2.3,36.0,Inadimplente,Agência Física,0.0,,42062.9,7.78,9004.9,30.68,1,10805.82,4.09,Moderado,Média Renda,Sim,Sim,Não,Sim,82.79,0.4,100.0,100.0
8101,Ana Cecília Oliveira,1965-02-25,60,Feminino,Solteiro,Brasileira,Ensino Médio,Estudante,6325.94,1.0,Não,5.4,35114-800,721,8101,Corrente,2021-09-07,3.468856947296372,13868.01,7722.71,50,528.39,Compra Crédito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,13509.46,2.65,13298.69,53.33,2,247494.37,1.58,Moderado,Média Renda,Sim,Sim,Não,Não,91.83,0.9,100.0,80.6
8102,Vinícius Duarte,1947-02-26,77,Masculino,Viúvo,Portuguesa,,Empresário,2630.58,0.0,Sim,25.6,,723,8102,Corrente,1977-04-12,47.87405886379192,15007.59,3760.6,19,187.64,Pagamento de Boleto,Média,Não,,,,,,Mobile Banking,0.0,Insatisfeito,15225.29,-1.43,3771.89,18.88,18,294149.72,2.19,Moderado,Varejo,Sim,Sim,Sim,Sim,90.71,2.3,51.92,60.6
8103,Beatriz Montenegro,1986-02-26,38,Masculino,Casado,Brasileira,Superior Completo,Motorista,17514.35,0.0,Não,5.3,18456-124,783,8103,Poupança,2017-04-12,7.874058863791923,250723.82,0.0,5,6520.19,Saque,Alta,Sim,Pessoal,37425.84,2.48,48.0,Em Dia,Agência Física,0.0,Neutro,244559.73,2.52,42639.01,9.55,2,157257.62,2.7,Moderado,Private,Sim,Sim,Sim,Não,75.18,0.1,42.02,43.0
8104,Srta. Ana Cecília da Paz,2000-02-26,24,Masculino,Solteiro,Brasileira,Superior Incompleto,Comerciante,2185.69,0.0,Não,1.8,67096-351,653,8104,Poupança,2020-03-29,4.91170431211499,23017.62,0.0,6,612.56,Depósito,Alta,Não,,,,,,Agência Física,0.0,Neutro,21533.83,6.89,5053.66,53.1,0,0.0,,Moderado,Média Renda,Sim,Não,Não,Não,89.44,1.4,100.0,88.9
8105,Sr. Davi Luiz da Rosa,1966-02-26,58,Feminino,Divorciado,Brasileira,Ensino Médio,Comerciante,8657.84,1.0,Não,12.1,40007-510,767,8105,Corrente,2015-04-20,9.853524982888432,67795.91,8357.97,29,402.71,Depósito,,Não,,,,,,Telefone,2.0,Muito Insatisfeito,61309.98,10.58,24655.7,25.52,1,39565.14,2.06,Arrojado,Alta Renda,Sim,Sim,Não,Sim,86.65,0.4,92.79,70.9
8106,Ravi Costela,1977-02-25,48,Feminino,Viúvo,Brasileira,Ensino Fundamental,Vendedor,5730.68,,Sim,20.0,24761-246,803,8106,Corrente,2001-10-15,23.364818617385353,86359.16,8851.03,47,409.4,Pagamento de Boleto,Alta,Não,,,,,,Telefone,0.0,Insatisfeito,73896.11,16.87,13124.74,20.16,6,370961.15,0.89,Moderado,Alta Renda,Sim,Não,Sim,Não,88.83,0.0,65.92,52.7
8107,Ana Lívia Fernandes,1992-02-26,32,Masculino,Casado,Brasileira,Superior Incompleto,Autônomo,4431.2,2.0,Sim,11.6,24967-647,714,8107,Poupança,2019-12-27,5.166324435318275,63108.02,0.0,4,1859.55,Saque,,Não,,,,,,Mobile Banking,0.0,Satisfeito,60810.69,3.78,10119.64,32.6,2,66264.67,1.65,Moderado,Alta Renda,Sim,Sim,Não,Não,63.1,0.8,56.91,59.5
8108,Dra. Sara Costela,1982-02-26,42,Feminino,Casado,Brasileira,Superior Completo,Advogado,9005.48,0.0,Sim,0.9,37085-443,767,8108,Digital,2020-06-27,4.6652977412731005,20840.17,0.0,29,671.26,Transferência,Alta,Não,,,,,,Internet Banking,0.0,Neutro,20869.86,-0.14,12905.86,81.56,0,0.0,,Moderado,Alta Renda,Sim,Sim,Não,Não,97.89,0.3,100.0,74.2
8109,Maria Liz Carvalho,1970-02-26,54,Feminino,Divorciado,Brasileira,Ensino Fundamental,Aposentado,3033.28,0.0,Não,1.6,75980-255,728,8109,Corrente,2023-11-15,1.2813141683778233,2503.4,4080.21,23,144.14,Transferência,,Sim,Veículo,36506.51,1.14,60.0,Em Dia,Agência Física,2.0,Insatisfeito,2690.62,-6.96,5374.21,21.94,2,17431.9,2.35,Moderado,Varejo,Sim,Não,Não,Não,77.05,1.5,79.5,71.5
8110,Anna Liz Cunha,1968-02-26,56,Feminino,Solteiro,Brasileira,Ensino Fundamental,Advogado,3287.43,0.0,Sim,11.8,42058-876,701,8110,Digital,2016-06-25,8.670773442847365,5090.55,0.0,24,,Transferência,Alta,Não,,,,,,Mobile Banking,0.0,Insatisfeito,4820.92,5.59,11474.99,9.99,0,0.0,,Conservador,Varejo,Sim,Não,Não,Não,57.26,0.8,37.48,51.0
8111,Sra. Sophia Silveira,1981-02-25,44,Masculino,Casado,Brasileira,Pós-Graduação,Comerciante,15651.68,2.0,Sim,7.5,58533-967,892,8111,Corrente,2006-07-06,18.642026009582477,67356.64,20267.72,26,2483.56,Compra Débito,Alta,Sim,Pessoal,60374.09,2.28,12.0,Em Dia,Internet Banking,0.0,Neutro,84320.15,-20.12,24634.64,49.95,5,319984.74,0.84,Arrojado,Private,Não,Sim,Não,Não,,,51.15,36.4
8112,Maria Liz Nunes,1989-02-25,36,Masculino,Casado,Brasileira,Ensino Médio,Analista,3309.61,,Não,3.1,73459-707,691,8112,Salário,2019-12-14,5.201916495550993,5354.95,0.0,10,365.18,Transferência,Média,Não,,,,,,Mobile Banking,0.0,Insatisfeito,5343.27,0.22,3330.83,32.84,0,0.0,,Moderado,Varejo,Sim,Sim,Não,Não,71.14,1.2,36.5,52.7
8113,Gustavo Henrique Fogaça,1950-02-26,74,Feminino,Divorciado,Brasileira,Superior Completo,Autônomo,2540.45,,Não,5.6,81260-906,670,8113,Corrente,2019-04-25,5.839835728952772,1838.19,2791.69,19,473.38,Depósito,Média,Não,,,,,,Agência Física,,Neutro,1676.22,9.66,3254.05,19.13,3,40015.37,1.92,Conservador,Varejo,Sim,Não,Não,Não,70.96,0.7,41.65,55.9
8114,Bento Santos,1974-02-26,50,Masculino,Casado,Brasileira,,Empresário,13706.87,0.0,Sim,5.4,42278-750,837,8114,Digital,1994-09-05,30.47501711156742,154841.24,0.0,36,1835.0,Depósito,Média,Não,,,,,,Mobile Banking,0.0,Neutro,161002.36,-3.83,27462.06,52.48,8,328584.23,0.88,Arrojado,Alta Renda,Sim,Não,Não,Não,84.21,0.4,100.0,67.5
8115,Lucas Gabriel Nogueira,1985-02-25,40,Masculino,Divorciado,Brasileira,Superior Completo,Comerciante,19561.32,1.0,Sim,,29393-467,800,8115,Corrente,2021-09-04,3.477070499657769,25612.11,15881.77,36,1248.88,Pagamento de Boleto,Baixa,Não,,,,,,Internet Banking,0.0,Neutro,34763.08,-26.32,25675.72,46.22,0,0.0,,Arrojado,Private,Sim,Não,Sim,Sim,88.54,0.2,66.8,54.0
8116,Dr. Caleb Fonseca,1990-02-26,34,Masculino,Solteiro,Brasileira,Superior Completo,Comerciante,20388.29,0.0,Não,0.2,63673-119,809,8116,Digital,2019-06-28,5.664613278576318,224314.35,0.0,52,1039.08,Compra Débito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,216042.56,3.83,48098.91,1.88,0,0.0,,Arrojado,Private,Sim,Não,Não,Sim,82.48,0.2,28.15,33.8
8117,Lavínia Machado,1971-02-26,53,Masculino,Casado,Brasileira,Ensino Fundamental,Aposentado,2767.81,1.0,Não,1.5,55357-230,700,8117,Digital,2013-06-10,11.71252566735113,3887.95,0.0,23,385.32,Compra Crédito,Alta,Não,,,,,,Internet Banking,0.0,Neutro,3755.02,3.54,5592.9,66.95,3,55539.67,2.71,Arrojado,Varejo,Sim,Não,Não,Não,82.52,6.4,100.0,99.2
8118,Isadora Borges,1991-02-26,33,Feminino,Solteiro,Brasileira,Superior Completo,Comerciante,5342.63,0.0,Não,2.0,68413-181,743,8118,Salário,2018-02-24,7.003422313483915,10564.84,0.0,24,394.43,Pagamento de Boleto,Alta,Não,,,,,,Mobile Banking,0.0,Insatisfeito,9702.66,8.89,13481.49,25.86,2,46985.52,2.18,Moderado,Média Renda,Sim,Sim,Não,Sim,75.77,4.4,68.94,73.4
8119,Lívia Gomes,1994-02-26,30,Masculino,Solteiro,Brasileira,Ensino Médio,Autônomo,4056.83,0.0,Não,2.1,19400-382,676,8119,Salário,2017-12-16,7.195071868583162,7460.88,0.0,6,446.44,Pagamento de Boleto,Média,Não,,,,,,Internet Banking,0.0,Satisfeito,7626.35,-2.17,5262.54,13.93,0,0.0,,Moderado,Média Renda,Sim,Sim,Não,Sim,96.27,0.4,32.45,49.8
8120,Isabella Pacheco,1980-02-26,44,Masculino,Divorciado,Brasileira,Ensino Médio,Empresário,11833.6,2.0,Sim,26.0,85539-714,764,8120,Corrente,2023-03-20,1.9383983572895278,28650.79,13164.36,83,1523.09,Transferência,Baixa,Não,,,,,,,0.0,,30059.02,-4.68,36148.82,38.5,2,147874.72,1.51,Moderado,Alta Renda,Sim,Não,Não,Sim,74.37,0.1,100.0,73.9
8121,Ester Fogaça,1989-02-25,36,Masculino,Casado,Brasileira,Ensino Médio,Motorista,2799.88,1.0,Não,3.9,42350-371,723,8121,Corrente,2020-02-15,5.02943189596167,2225.17,3885.23,25,246.67,Compra Crédito,Alta,Sim,Pessoal,10221.51,2.5,12.0,Em Dia,Agência Física,0.0,Satisfeito,2270.76,-2.01,5034.45,42.22,1,27807.65,1.96,Conservador,Varejo,Sim,Não,Não,Não,90.06,3.8,100.0,89.1
8122,Sr. Carlos Eduardo Garcia,1976-02-26,48,Masculino,Solteiro,Brasileira,Superior Incompleto,Gerente,6560.69,2.0,Não,12.1,48813-842,763,8122,Digital,2018-10-24,6.3408624229979464,5325.26,0.0,26,425.99,Transferência,Alta,Sim,Pessoal,54893.43,3.68,24.0,Em Dia,Telefone,0.0,Neutro,5051.52,5.42,17128.43,69.15,2,90024.66,2.27,Moderado,Média Renda,Sim,Sim,Não,Sim,88.1,0.3,100.0,74.6
8123,Josué Gonçalves,1996-02-26,28,Masculino,Casado,Brasileira,Superior Completo,Comerciante,,1.0,Não,3.5,59105-361,825,8123,Digital,2016-06-29,8.659822039698836,88190.89,0.0,32,606.16,Depósito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,81177.72,8.64,38633.67,46.55,1,58819.59,1.17,Moderado,Alta Renda,Sim,Sim,Não,Não,84.43,0.6,100.0,69.3
8124,Ana Cecília Ribeiro,1974-02-26,50,Feminino,Solteiro,,Superior Completo,Advogado,5291.55,0.0,Sim,2.3,32212-419,765,8124,Poupança,2002-02-11,23.039014373716633,67419.88,0.0,6,1065.48,Depósito,Baixa,Não,,,,,,Agência Física,0.0,Neutro,66275.62,1.73,10097.15,42.94,5,277311.1,2.55,Moderado,Alta Renda,Sim,Sim,Sim,Não,80.92,0.2,88.12,68.2
8125,Thomas da Costa,1989-02-25,36,Masculino,Solteiro,Brasileira,Ensino Médio,Enfermeiro,3928.19,0.0,Não,0.5,42289-286,697,8125,Digital,2016-02-01,9.067761806981519,14315.07,0.0,15,,Depósito,Alta,Não,,,,,,Internet Banking,0.0,,13564.18,5.54,5681.22,14.72,0,0.0,,Conservador,Varejo,Sim,Sim,Não,Não,69.99,0.7,41.59,53.2
8126,Raquel Cirino,2007-02-26,17,Masculino,Solteiro,,Ensino Médio,Gerente,2872.1,0.0,Não,0.2,34906-886,658,8126,Poupança,2024-05-02,0.8186173853524983,21870.75,0.0,3,397.9,Depósito,Baixa,Sim,Veículo,21158.44,1.39,36.0,Em Dia,Mobile Banking,0.0,Satisfeito,20543.31,6.46,5006.63,47.98,0,0.0,,Moderado,Média Renda,Não,Não,Não,Não,,,47.22,57.8
8127,Ana Castro,1995-02-26,29,Masculino,Solteiro,Brasileira,Ensino Médio,Aposentado,3741.5,0.0,Não,0.3,40713-487,773,8127,Corrente,2015-02-17,10.023271731690622,16790.97,3271.44,22,832.34,Saque,Alta,Sim,Pessoal,15826.34,3.49,48.0,Em Dia,Mobile Banking,0.0,Neutro,19602.76,-14.34,11560.47,36.05,1,31047.45,1.52,Moderado,Varejo,Sim,Sim,Sim,Não,66.51,0.1,100.0,73.0
8128,Mariah Vargas,1955-02-26,69,Masculino,Casado,Brasileira,Ensino Médio,Técnico,,0.0,Não,9.4,90020-783,686,8128,Corrente,1978-01-08,47.13210130047912,153474.46,6871.01,15,221.56,Compra Crédito,Alta,Não,,,,,,Agência Física,0.0,Neutro,134541.99,14.07,11203.94,14.81,11,174827.53,2.4,Conservador,Alta Renda,Sim,Não,Não,Não,86.58,4.7,44.11,67.6
8129,Maria Flor Jesus,1962-02-26,62,Feminino,Viúvo,Brasileira,Ensino Médio,Enfermeiro,,0.0,Sim,42.6,21977-198,837,8129,Premium,1993-09-29,31.408624229979466,278201.63,32118.02,66,2230.24,Pagamento de Boleto,Média,Sim,Pessoal,37676.27,3.81,24.0,Em Dia,Mobile Banking,2.0,Insatisfeito,266018.16,4.58,123750.31,3.51,12,478064.22,0.84,Moderado,Private,Sim,Não,Não,Sim,79.8,0.0,57.03,44.8
8130,Luigi da Cruz,1991-02-26,33,Feminino,Casado,Brasileira,Superior Incompleto,Engenheiro,5467.55,1.0,Sim,11.7,29722-345,761,8130,Poupança,2023-12-30,1.158110882956879,83671.12,0.0,7,859.64,Saque,Média,Não,,,,,,,0.0,Insatisfeito,80186.1,4.35,12116.45,22.42,0,0.0,,Moderado,Alta Renda,Sim,Sim,Não,Não,53.35,0.3,41.94,45.8
8131,Felipe Moreira,1968-02-26,56,Feminino,Divorciado,Brasileira,,Engenheiro,2944.57,0.0,Sim,9.1,35860-914,752,8131,Corrente,1996-12-21,28.18069815195072,-2340.42,4398.0,11,552.0,Depósito,Alta,Não,,,,,,Agência Física,0.0,Satisfeito,-2379.89,-1.66,8347.39,25.22,10,41909.45,2.36,Conservador,Varejo,Sim,Não,Não,Não,88.96,0.9,79.31,67.2
8132,Marcos Vinicius da Cunha,1977-02-25,48,Masculino,Solteiro,Brasileira,Superior Completo,Recepcionista,13558.65,0.0,Sim,11.7,47710-858,780,8132,Corrente,2009-01-21,16.095824777549623,38144.04,16351.12,52,1571.26,Pagamento de Boleto,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,48440.98,-21.26,16603.87,46.71,3,293180.13,1.72,Conservador,Alta Renda,Sim,Sim,Não,Não,94.35,0.2,64.15,54.7
8133,Bernardo Santos,1950-02-26,74,Masculino,Casado,Brasileira,Ensino Médio,Aposentado,5051.66,0.0,Não,14.8,99396-382,759,8133,Digital,1978-05-01,46.822724161533195,72579.91,0.0,19,522.02,Transferência,Baixa,Não,,,,,,Mobile Banking,0.0,Neutro,73575.48,-1.35,16175.96,47.37,19,811588.06,1.58,Moderado,Alta Renda,Sim,Sim,Não,Não,59.8,0.3,100.0,75.0
8134,Maria Sophia Barbosa,1986-02-26,38,Masculino,Divorciado,Brasileira,Superior Incompleto,Gerente,8064.44,1.0,Não,1.9,42511-739,734,8134,Corrente,2024-03-25,0.9226557152635181,6376.37,9064.21,37,405.0,Compra Débito,Alta,Sim,Imobiliário,2107544.33,0.8,240.0,Em Dia,Mobile Banking,0.0,Neutro,7356.21,-13.32,26246.96,78.44,0,0.0,,Moderado,Alta Renda,Sim,Sim,Não,Sim,73.88,1.7,100.0,81.7
8135,Cauã Pinto,1973-02-25,52,Feminino,Casado,Outras,Superior Incompleto,Professor,3668.0,3.0,Não,1.5,20582-961,742,8135,Corrente,2015-10-18,9.357973990417522,4302.4,4242.53,39,152.58,Saque,Alta,Não,,,,,,Agência Física,0.0,Neutro,3617.48,18.93,10196.52,27.4,1,12043.24,1.71,Conservador,Varejo,Sim,Sim,Não,Sim,78.51,0.5,84.62,69.6
8136,Sra. Luna Porto,1999-02-26,25,Feminino,Casado,,Ensino Médio,Comerciante,9491.71,1.0,Sim,,50450-319,796,8136,Premium,2021-02-21,4.010951403148528,142599.65,29551.76,98,1395.01,Saque,Alta,Sim,Pessoal,54227.18,2.01,48.0,Em Dia,Mobile Banking,0.0,Satisfeito,120133.62,18.7,59812.25,43.47,0,0.0,,Arrojado,Private,Sim,Sim,Não,Não,95.65,0.3,100.0,71.3
8137,Lucas Gabriel Nascimento,1985-02-25,40,Feminino,Casado,Brasileira,Ensino Médio,Vendedor,2752.83,0.0,Não,1.5,26043-682,566,8137,Salário,2021-04-27,3.8329911019849416,13344.91,0.0,13,192.07,Transferência,Alta,Não,,,,,,Agência Física,1.0,Neutro,12695.32,5.12,4052.01,65.83,1,23641.46,3.19,Conservador,Varejo,Sim,Não,Não,Não,57.81,4.6,64.06,89.2
8138,Letícia Jesus,1952-02-26,72,Masculino,Viúvo,Brasileira,Superior Incompleto,Aposentado,4823.57,0.0,Não,,,693,8138,Poupança,1988-09-17,36.440793976728266,208679.02,0.0,7,1185.56,Depósito,Baixa,Não,,,,,,Internet Banking,2.0,,201946.21,3.33,11787.76,32.99,15,436927.59,2.02,Moderado,Alta Renda,Sim,Sim,Não,Não,48.07,1.0,54.88,61.1
8139,Asafe Freitas,1980-02-26,44,Masculino,Casado,Brasileira,Superior Incompleto,Engenheiro,6240.15,1.0,Não,,68979-619,759,8139,Poupança,2015-06-06,9.724845995893224,51512.08,0.0,5,,Saque,Média,Não,,,,,,Internet Banking,1.0,Neutro,51408.34,0.2,9703.92,39.14,0,0.0,,Moderado,Alta Renda,Sim,Não,Não,Não,96.12,0.1,72.69,60.7
8140,Arthur Miguel Correia,1989-02-25,36,Feminino,Casado,Brasileira,,Motorista,7408.75,2.0,Não,,31796-638,757,8140,Corrente,2008-05-08,16.802190280629706,167768.77,8294.69,38,826.33,Compra Débito,Alta,Não,,,,,,Agência Física,3.0,,259099.98,-35.25,9479.38,23.4,3,307798.05,2.5,Moderado,Alta Renda,Sim,Sim,Não,Não,92.62,0.9,38.35,46.2
8141,Ísis Abreu,1996-02-26,28,Feminino,Casado,Brasileira,Ensino Fundamental,Estudante,3366.66,2.0,Sim,1.6,93263-572,736,8141,Salário,2015-04-16,9.86447638603696,16219.54,0.0,1,318.74,Pagamento de Boleto,Média,Não,,,,,,,0.0,Neutro,15697.67,3.32,7341.28,50.93,2,34979.33,2.61,Arrojado,Varejo,Sim,Não,Não,Sim,89.84,1.2,100.0,80.0
8142,Samuel Cunha,1972-02-26,52,Masculino,Casado,Brasileira,Superior Incompleto,Estudante,7351.41,2.0,Sim,,67456-508,784,8142,Corrente,1997-09-27,27.41409993155373,18137.58,6194.71,52,708.01,Pagamento de Boleto,Média,Não,,,,,,Telefone,0.0,Neutro,29533.91,-38.59,19061.72,44.24,7,464782.97,2.16,Moderado,Média Renda,Sim,Sim,Sim,Não,83.12,0.0,100.0,71.6
8143,João Casa Grande,1975-02-26,49,Masculino,Casado,Brasileira,Superior Completo,Vendedor,7308.54,2.0,Sim,3.4,74899-915,766,8143,Corrente,2013-01-02,12.147843942505133,12388.4,7486.41,30,,Compra Débito,Alta,Sim,Imobiliário,2144037.37,0.76,300.0,Em Atraso,Agência Física,0.0,Insatisfeito,11934.54,3.8,20203.15,65.67,1,49224.49,1.65,Arrojado,Média Renda,Sim,Sim,Sim,Sim,88.26,1.3,100.0,100.0
8144,Mariah Costela,1986-02-26,38,Feminino,Solteiro,Brasileira,Pós-Graduação,Estudante,13278.85,0.0,Não,2.0,84464-789,865,8144,Poupança,2011-06-26,13.670088980150581,104162.06,0.0,12,3939.73,Depósito,Alta,Sim,Pessoal,121140.07,3.84,36.0,Em Dia,Mobile Banking,0.0,Neutro,101092.07,3.04,34707.12,45.64,1,99138.46,1.24,Moderado,Alta Renda,Sim,Sim,Não,Sim,82.08,0.0,100.0,63.5
8145,Catarina Moraes,1953-02-25,72,Masculino,Casado,Brasileira,Superior Completo,Aposentado,,0.0,Não,,97199-763,746,8145,Salário,1987-07-19,37.607118412046546,50902.95,0.0,12,424.83,Saque,Alta,Não,,,,,,Agência Física,0.0,Neutro,44952.58,13.24,12507.07,69.1,12,704262.53,2.5,Moderado,Alta Renda,Sim,Não,Não,Não,64.09,0.4,100.0,76.6
8146,João Porto,2002-02-26,22,Feminino,Solteiro,Brasileira,Ensino Médio,Motorista,3667.26,0.0,Não,0.3,84206-777,667,8146,Corrente,2022-12-14,2.2012320328542097,11721.12,3812.5,21,431.31,Compra Débito,Média,Sim,Veículo,49284.88,1.27,60.0,Em Dia,,0.0,Satisfeito,12363.19,-5.19,9601.53,21.09,0,0.0,,Moderado,Varejo,Sim,Não,Não,Sim,91.62,1.2,90.84,82.3
8147,João Gabriel Marques,1989-02-25,36,Feminino,Divorciado,Brasileira,Pós-Graduação,Motorista,11144.5,0.0,Sim,18.0,45921-912,827,8147,Corrente,2013-05-21,11.767282683093772,65919.05,11861.62,28,1228.54,Depósito,Alta,Não,,,,,,Agência Física,0.0,Neutro,55539.78,18.69,33488.26,38.89,1,93932.78,0.87,Moderado,Alta Renda,Não,Sim,Não,Sim,,,22.17,28.4
8148,Vinícius Sá,1957-02-25,68,Masculino,Casado,Brasileira,Ensino Fundamental,Gerente,2914.88,,Não,10.5,18466-707,625,8148,Digital,2017-03-18,7.942505133470226,8842.95,0.0,16,159.38,Saque,Alta,Não,,,,,,Telefone,3.0,Muito Insatisfeito,9819.74,-9.95,5108.28,65.16,0,0.0,,Conservador,Varejo,Sim,Sim,Não,Não,83.96,0.3,100.0,88.4
8149,Heloísa Pastor,1988-02-26,36,Masculino,Casado,Brasileira,Superior Completo,Recepcionista,7524.01,0.0,Não,1.6,27026-701,797,8149,Corrente,2020-11-04,4.309377138945927,6129.97,11146.92,39,921.22,Compra Débito,Média,Sim,Veículo,103050.19,1.94,48.0,Em Dia,Agência Física,0.0,Neutro,6365.57,-3.7,18068.08,11.19,0,0.0,,Moderado,Média Renda,Sim,Não,Não,Não,77.6,0.1,81.54,61.4
8150,Sr. Antônio Oliveira,1991-02-26,33,Feminino,Casado,Brasileira,Ensino Fundamental,Aposentado,1985.26,2.0,Não,,30861-638,730,8150,Digital,2022-10-04,2.3956194387405887,14837.38,0.0,17,138.02,Transferência,Média,Não,,,,,,Mobile Banking,0.0,Satisfeito,14308.98,3.69,2445.53,42.6,0,0.0,,Conservador,Varejo,Não,Não,Não,Sim,,,19.3,36.6
8151,Ana Clara Leão,1980-02-26,44,Masculino,Solteiro,Brasileira,Ensino Fundamental,Advogado,2859.61,0.0,Não,2.4,38622-377,771,8151,Poupança,2012-01-30,13.073237508555783,19669.04,0.0,4,929.27,Depósito,Média,Sim,Consignado,8637.3,1.58,36.0,Em Dia,Mobile Banking,0.0,Satisfeito,19108.34,2.93,8572.2,69.15,0,0.0,,Conservador,Varejo,Não,Não,Não,Não,,,27.12,36.5
8152,Maria Liz da Luz,1965-02-25,60,Masculino,Solteiro,,Ensino Médio,Motorista,5063.42,1.0,Sim,11.3,28846-198,763,8152,Corrente,1984-02-08,41.04859685147159,20342.22,7840.19,23,1191.05,Pagamento de Boleto,Alta,Não,,,,,,Agência Física,0.0,Neutro,22398.28,-9.18,11577.76,60.35,14,1008277.1,2.25,Conservador,Média Renda,Sim,Sim,Não,Não,81.54,0.3,100.0,74.6
8153,Dra. Agatha Nunes,1997-02-25,28,Masculino,Casado,Brasileira,Superior Incompleto,Aposentado,4820.75,0.0,Não,0.9,50552-946,711,8153,Poupança,2016-10-12,8.372347707049967,59177.36,0.0,2,1392.66,Depósito,Média,Não,,,,,,Mobile Banking,0.0,,57223.92,3.41,10403.87,55.76,0,0.0,,Moderado,Alta Renda,Sim,Sim,Não,Não,82.75,0.6,100.0,80.7
8154,Erick Montenegro,1954-02-26,70,Masculino,Casado,Brasileira,Ensino Médio,Aposentado,4299.36,1.0,Sim,,42061-438,714,8154,Corrente,1995-12-29,29.16084873374401,34464.87,4320.9,21,308.43,Compra Débito,Baixa,Não,,,,,,Mobile Banking,0.0,Insatisfeito,31414.99,9.71,8074.03,62.22,3,80736.87,2.08,Moderado,Média Renda,Sim,Sim,Sim,Não,43.37,0.5,60.25,60.2
8155,Lara Pimenta,1967-02-26,57,Feminino,Casado,Brasileira,Superior Completo,Autônomo,,2.0,Sim,38.7,43519-170,784,8155,Digital,1986-03-15,38.95140314852841,311363.47,0.0,34,381.22,Pagamento de Boleto,Baixa,Não,,,,,,Agência Física,0.0,Neutro,304442.43,2.27,33439.2,35.73,6,101194.21,2.35,Arrojado,Alta Renda,Sim,Sim,Não,Não,80.18,0.7,93.46,70.4
8156,Mirella Teixeira,1993-02-25,32,Feminino,Divorciado,Brasileira,Superior Completo,Empresário,9147.96,1.0,Sim,1.1,99829-742,760,8156,Premium,2013-12-23,11.175906913073238,31275.66,22712.67,72,1179.26,Pagamento de Boleto,Alta,Sim,Veículo,84003.16,1.51,72.0,Em Atraso,Internet Banking,2.0,Muito Insatisfeito,33004.45,-5.24,54702.22,24.32,1,80577.91,2.59,Moderado,Private,Não,Não,Sim,Não,,,34.1,81.1
8157,Liam Sá,1972-02-26,52,Masculino,Casado,Brasileira,Superior Incompleto,Gerente,7864.25,1.0,Não,4.4,46764-580,729,8157,Salário,2024-12-04,0.2272416153319644,12999.51,0.0,20,1068.17,Transferência,,Sim,Pessoal,71904.96,2.24,36.0,Em Dia,Internet Banking,0.0,Neutro,13787.14,-5.71,10807.44,20.21,2,90959.45,2.14,Conservador,Média Renda,Sim,Sim,Sim,Não,74.88,1.0,64.1,62.1
8158,Sr. Isaac Vargas,1986-02-26,38,Feminino,Solteiro,Brasileira,Ensino Médio,Aposentado,5638.54,1.0,Não,2.2,80834-512,839,8158,Poupança,2007-08-03,17.56605065023956,138615.93,0.0,6,1173.29,Depósito,Alta,Sim,Veículo,71576.59,1.0,36.0,Em Dia,Internet Banking,1.0,Insatisfeito,135122.11,2.59,10235.77,24.84,1,64765.15,1.14,Moderado,Alta Renda,Sim,Sim,Não,Sim,95.56,0.1,81.72,57.3
8159,Dr. Davi Luiz Mendonça,1985-02-25,40,Feminino,Casado,Brasileira,Ensino Fundamental,Autônomo,3628.09,1.0,Não,2.4,48617-923,650,8159,Corrente,2018-12-03,6.231348391512663,16761.78,3113.74,26,485.33,Transferência,Média,Não,,,,,,,0.0,Neutro,15770.15,6.29,8252.62,82.91,3,127619.66,3.27,Conservador,Varejo,Sim,Não,Não,Não,70.06,1.0,100.0,88.0
