Nome_Completo,Data_Nascimento,Idade,Genero,Estado_Civil,Nacionalidade,Nivel_Educacional,Profissao,Renda_Mensal,Numero_Dependentes,Residencia_Propria,Tempo_Residencia_Anos,CEP,Score_Credito,Tipo_Conta,Data_Abertura_Conta,Tempo_Relacionamento_Anos,Saldo_Atual,Limite_Cheque_Especial,Numero_Transacoes_Mes_Media,Valor_Transacao_Media,Tipo_Transacao_Mais_Comum,Frequencia_Transacoes_Online,Tem_Emprestimo_Ativo,Tipo_Emprestimo,Valor_Emprestimo,Taxa_Juros_Emprestimo,Prazo_Emprestimo_Meses,Status_Emprestimo,Canais_Utilizados,Numero_Reclamacoes_Ultimo_Ano,Satisfacao_Cliente,Saldo_Anterior_3M,Variacao_Saldo_Percentual_3M,Limite_Cartao_Credito,Utilizacao_Credito_Percentual,Numero_Emprestimos_Anteriores,Valor_Total_Emprestimos_Anteriores,Taxa_Media_Emprestimos_Anteriores,Perfil_Investidor,Segmento_Banco,Possui_Cartao_Credito,Possui_Seguro_Vida,Possui_Previdencia,Possui_Investimentos,Percentual_Pagamento_Fatura,Atraso_Medio_Pagamentos_Dias,Percentual_Comprometimento_Renda,Risco_Inadimplencia
Marcos Vinicius da Mata,1965-02-25,60,Masculino,Divorciado,Brasileira,Superior Completo,Enfermeiro,5771.22,1.0,Sim,18.3,85512-213,789,Salário,2018-12-27,6.165639972621492,58094.78,0.0,12,829.41,Pagamento de Boleto,Baixa,Sim,Consignado,23283.0,1.33,48.0,Em Dia,Mobile Banking,0.0,Satisfeito,57904.31,0.33,14991.55,46.27,6,119595.97,1.71,Moderado,Alta Renda,Sim,Sim,Sim,Não,54.29,0.8,100.0,1
Dra. Carolina Almeida,1965-02-25,60,Feminino,Divorciado,Brasileira,,Engenheiro,6326.82,0.0,Sim,18.4,80639-301,798,Poupança,1986-04-13,38.87200547570158,64324.71,0.0,5,737.36,Depósito,Baixa,Não,,,,,,Mobile Banking,0.0,Insatisfeito,59901.12,7.38,7725.0,22.07,12,1658164.35,2.3,Conservador,Alta Renda,Sim,Não,Não,Sim,85.08,0.3,49.02,0
Srta. Lunna Sá,1965-02-25,60,Feminino,Casado,Brasileira,Ensino Fundamental,Contador,4376.95,3.0,Não,2.5,49275-336,724,Corrente,2006-06-17,18.694045174537987,29406.75,5698.53,18,202.25,Compra Débito,,Não,,,,,,Internet Banking,0.0,,34305.98,-14.28,8896.17,52.84,5,104474.85,2.59,Conservador,Média Renda,Sim,Sim,Não,Não,81.54,2.4,100.0,1
Calebe Abreu,1965-02-25,60,Feminino,Divorciado,Brasileira,Superior Incompleto,Advogado,11276.45,1.0,Sim,9.4,13674-697,787,Premium,1996-04-04,28.8952772073922,139528.6,34313.06,59,2942.17,Transferência,Alta,Sim,Imobiliário,3993650.31,1.04,240.0,Em Atraso,Agência Física,0.0,,142559.29,-2.13,63780.32,57.56,5,717368.71,1.53,Arrojado,Private,Sim,Sim,Não,Sim,96.36,0.3,100.0,1
Dra. Ísis Ribeiro,1965-02-25,60,Feminino,Casado,Brasileira,Superior Completo,Aposentado,7321.97,1.0,Não,5.0,33820-577,743,Corrente,1989-04-08,35.885010266940455,41788.22,9360.31,47,1278.88,Pagamento de Boleto,Média,Não,,,,,,Agência Física,2.0,,54413.72,-23.2,18520.2,63.61,16,586313.87,2.44,Arrojado,Média Renda,Sim,Sim,Sim,Não,56.15,1.4,95.34,1
Eloah Mendes,1965-02-25,60,Feminino,Casado,Brasileira,Pós-Graduação,Motorista,17101.07,2.0,Não,13.3,96602-808,827,Corrente,1989-03-03,35.983572895277206,82888.2,24119.21,55,,Compra Débito,Média,Não,,,,,,Telefone,0.0,Satisfeito,81440.27,1.78,34013.68,59.99,6,607103.12,1.09,Conservador,Private,Sim,Sim,Não,Não,83.63,0.3,100.0,0
Dr. Leandro Teixeira,1965-02-25,60,Feminino,Casado,Brasileira,Ensino Médio,Advogado,5531.65,2.0,Sim,16.2,41798-305,777,Corrente,2017-09-21,7.430527036276523,4570.86,6536.57,21,604.99,Transferência,,Não,,,,,,,0.0,Neutro,4642.9,-1.55,16601.91,41.03,6,208875.66,1.79,Moderado,Média Renda,Sim,Não,Sim,Não,87.09,0.5,100.0,1
Bianca Cavalcanti,1965-02-25,60,Masculino,Casado,Brasileira,Pós-Graduação,Técnico,24396.58,2.0,Sim,15.8,67455-557,790,Corrente,1999-03-19,25.94113620807666,61207.29,20469.32,27,1523.6,Pagamento de Boleto,Média,Não,,,,,,Internet Banking,1.0,Neutro,56574.43,8.19,58811.71,25.35,7,2165195.07,2.44,Moderado,Private,Sim,Não,Não,Não,90.1,0.0,80.88,0
Catarina Rios,1965-02-25,60,Masculino,Casado,Brasileira,Ensino Médio,Autônomo,4238.17,0.0,Sim,9.7,28106-476,764,Corrente,2012-03-22,12.930869267624914,17377.34,5954.75,35,398.11,Compra Crédito,Alta,Sim,Consignado,41032.25,2.17,60.0,Em Dia,Mobile Banking,4.0,Muito Insatisfeito,19195.17,-9.47,6526.57,42.52,5,193266.3,1.7,Moderado,Média Renda,Sim,Não,Sim,Não,76.24,0.3,98.48,1
Thiago Azevedo,1965-02-25,60,Feminino,Divorciado,Brasileira,Ensino Médio,Gerente,4848.36,0.0,Não,3.2,34747-647,621,Poupança,2024-04-11,0.8761122518822724,44187.55,0.0,5,1799.97,Depósito,Alta,Não,,,,,,Internet Banking,1.0,,43462.53,1.67,4121.6,60.7,2,35281.64,3.76,Moderado,Média Renda,Sim,Não,Não,Sim,48.38,3.1,41.35,0
Stella da Costa,1965-02-25,60,Masculino,Viúvo,Brasileira,Superior Incompleto,Contador,3564.37,1.0,Sim,42.0,81482-541,693,Corrente,2020-04-23,4.843258042436688,-843.08,4177.94,33,272.08,Pagamento de Boleto,Média,Não,,,,,,Agência Física,0.0,Neutro,-652.57,29.19,5827.14,61.48,4,168054.18,2.65,Conservador,Varejo,Sim,Não,Não,Não,36.82,0.5,48.2,0
Srta. Ana Beatriz Barros,1965-02-25,60,Masculino,Divorciado,,Ensino Fundamental,Enfermeiro,3029.2,2.0,Não,5.0,77355-184,667,Poupança,2017-04-07,7.887748117727583,12110.56,0.0,4,629.97,Saque,Alta,Não,,,,,,Internet Banking,0.0,Neutro,11972.61,1.15,4920.61,85.92,1,39252.75,2.25,Conservador,Varejo,Não,Não,Sim,Não,,,19.02,0
Pietra Dias,1965-02-25,60,Masculino,Casado,Brasileira,Superior Incompleto,Médico,8197.5,2.0,Sim,9.8,43113-607,857,Poupança,2000-09-30,24.40520191649555,211344.38,0.0,9,2404.15,Depósito,Alta,Não,,,,,,Telefone,1.0,,207929.87,1.64,21912.61,41.38,9,244121.35,1.3,Conservador,Alta Renda,Sim,Sim,Não,Não,88.96,0.7,100.0,0
Srta. Elisa Silva,1965-02-25,60,Feminino,Casado,Outras,Ensino Médio,Enfermeiro,3062.83,1.0,Sim,8.5,30211-909,718,Digital,2010-09-20,14.433949349760438,11226.46,0.0,12,476.97,Compra Crédito,Alta,Não,,,,,,Agência Física,2.0,Muito Insatisfeito,11184.95,0.37,6202.43,23.35,9,201347.16,2.67,Moderado,Varejo,Sim,Não,Não,Sim,62.55,0.3,44.58,0
Isis Aragão,1965-02-25,60,Masculino,Casado,Brasileira,Superior Incompleto,Empresário,12715.49,0.0,Sim,14.0,82719-102,911,Corrente,1989-08-07,35.553730321697465,52414.87,14472.0,45,977.49,Compra Crédito,Média,Sim,Imobiliário,5048607.94,0.83,240.0,Em Dia,Mobile Banking,0.0,Satisfeito,57817.15,-9.34,40199.25,27.56,9,1348273.62,0.81,Arrojado,Alta Renda,Sim,Não,Não,Não,87.35,0.1,100.0,0
Alice da Rosa,1965-02-25,60,Masculino,Casado,Brasileira,Superior Incompleto,Vendedor,4635.34,1.0,Não,3.2,19299-312,711,Corrente,2014-04-09,10.882956878850102,26199.69,5284.35,37,476.13,Pagamento de Boleto,Baixa,Sim,Pessoal,15887.5,3.47,12.0,Em Dia,Telefone,0.0,Neutro,28968.0,-9.56,14364.05,27.02,3,141071.04,1.99,Moderado,Média Renda,Sim,Não,Não,Não,43.11,4.8,71.97,1
Mariana Abreu,1965-02-25,60,Masculino,Viúvo,Brasileira,Ensino Médio,Empresário,7056.11,1.0,Sim,26.9,60134-373,792,Corrente,2014-09-09,10.464065708418891,-2279.23,6000.32,35,391.09,Compra Débito,Alta,Não,,,,,,Internet Banking,,Insatisfeito,-2415.52,-5.64,11190.39,28.62,2,52702.15,2.54,Conservador,Média Renda,Sim,Não,Sim,Sim,62.8,0.5,45.98,0
Stella Gonçalves,1965-02-25,60,Masculino,Casado,Brasileira,Ensino Médio,Técnico,4515.28,0.0,Não,4.6,45776-533,691,Poupança,1988-06-07,36.72005475701575,60558.26,0.0,4,1247.35,Transferência,Alta,Não,,,,,,Agência Física,0.0,Neutro,58672.41,3.21,11290.23,76.42,10,214736.22,2.02,Arrojado,Alta Renda,Sim,Não,Sim,Sim,95.75,0.1,100.0,1
Henry Fogaça,1965-02-25,60,Feminino,Casado,Brasileira,,Aposentado,2033.71,,Sim,23.4,14218-370,767,Poupança,2001-04-08,23.88501026694045,47057.65,0.0,4,429.08,Depósito,Baixa,Não,,,,,,Telefone,0.0,Neutro,47136.86,-0.17,5146.06,37.4,5,103463.06,2.8,Moderado,Média Renda,Sim,Sim,Sim,Não,64.52,0.1,94.25,1
Dra. Bruna Nunes,1965-02-25,60,Masculino,Casado,Brasileira,Ensino Médio,Técnico,8440.23,2.0,Não,9.2,24791-936,798,Corrente,2016-10-02,8.399726214921287,9669.55,9894.87,31,976.96,Compra Crédito,Média,Não,,,,,,Agência Física,0.0,Neutro,9880.73,-2.14,23741.75,20.73,4,314634.82,1.51,Arrojado,Alta Renda,Sim,Não,Não,Não,88.68,0.5,61.82,0
Enzo Barros,1965-02-25,60,Masculino,Divorciado,Brasileira,Superior Completo,Aposentado,8262.72,0.0,Não,14.4,37183-620,767,Premium,2019-09-08,5.467488021902806,16484.38,23115.64,58,963.01,Compra Débito,Baixa,Não,,,,,,Internet Banking,0.0,Neutro,15801.98,4.32,38379.02,23.36,6,736110.23,1.79,Moderado,Private,Sim,Não,Sim,Não,86.16,0.2,100.0,1
Lavínia Cunha,1965-02-25,60,Feminino,Divorciado,Argentina,Ensino Médio,Comerciante,3447.33,0.0,Sim,11.8,77134-519,719,Digital,2002-08-09,22.548939082819988,50105.02,0.0,23,,Pagamento de Boleto,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,51451.09,-2.62,4324.73,48.43,5,55444.16,1.8,Conservador,Alta Renda,Sim,Sim,Não,Não,78.76,4.1,66.7,1
Dom Vasconcelos,1965-02-25,60,Feminino,Solteiro,Brasileira,Ensino Médio,Autônomo,3890.45,0.0,Não,6.7,11515-741,701,Poupança,1990-03-13,34.95687885010267,16230.29,0.0,6,1327.15,Saque,,Não,,,,,,Mobile Banking,0.0,Neutro,14802.24,9.65,4995.87,61.01,6,241805.46,1.8,Conservador,Varejo,Sim,Não,Não,Não,90.81,1.3,82.3,1
Isis Cunha,1965-02-25,60,Masculino,Casado,Brasileira,Ensino Médio,Autônomo,,0.0,Não,2.8,43360-911,822,Corrente,2006-04-02,18.902121834360027,32208.75,7486.93,37,528.61,Pagamento de Boleto,Média,Sim,Pessoal,35388.58,2.49,48.0,Em Dia,Mobile Banking,0.0,Neutro,42844.52,-24.82,15901.65,15.86,4,250477.17,1.41,Arrojado,Média Renda,Sim,Não,Não,Não,75.94,0.5,61.19,0
Isabelly Farias,1965-02-25,60,Feminino,Divorciado,Brasileira,Ensino Médio,Engenheiro,5779.37,2.0,Não,9.2,77128-470,804,Poupança,1994-06-29,30.6611909650924,312233.43,0.0,8,1623.08,Transferência,Média,Sim,Pessoal,19800.48,3.61,36.0,Em Dia,Agência Física,0.0,Satisfeito,299802.35,4.15,8869.12,20.11,10,97960.48,1.34,Arrojado,Alta Renda,Sim,Sim,Não,Não,87.34,0.9,62.0,0
Srta. Maria Laura Correia,1965-02-25,60,Feminino,Viúvo,Brasileira,Superior Completo,Analista,10635.02,,Sim,25.0,83685-449,789,Poupança,2002-11-27,22.24777549623545,155952.47,0.0,8,4766.59,Depósito,Média,Não,,,,,,Agência Física,1.0,Insatisfeito,155720.5,0.15,14082.64,30.93,8,1001868.3,2.59,Arrojado,Alta Renda,Sim,Não,Sim,Não,94.44,0.4,66.22,0
Pedro Henrique Sousa,1965-02-25,60,Masculino,Solteiro,Brasileira,Ensino Fundamental,Advogado,3279.6,0.0,Sim,27.5,18770-214,798,Salário,2001-02-11,24.03832991101985,10036.71,0.0,5,,Transferência,Média,Sim,Pessoal,22966.69,2.91,12.0,Em Dia,Mobile Banking,0.0,Satisfeito,10091.25,-0.54,8541.4,46.91,8,454749.19,2.39,Arrojado,Varejo,Sim,Não,Não,Sim,90.71,0.5,100.0,1
Maria Luiza Freitas,1965-02-25,60,Feminino,Casado,Brasileira,Ensino Médio,Motorista,5450.25,1.0,Sim,2.6,28096-517,784,Poupança,1987-09-07,37.47022587268994,76555.88,0.0,4,1499.1,Saque,Média,Sim,Imobiliário,2488906.69,1.11,300.0,Em Dia,Internet Banking,0.0,Neutro,72788.6,5.18,14066.6,86.75,5,339624.22,1.79,Moderado,Alta Renda,Sim,Não,Sim,Não,69.09,0.1,100.0,1
Emanuella Novais,1965-02-25,60,Feminino,Divorciado,Brasileira,Ensino Médio,Enfermeiro,6799.72,0.0,Não,2.9,46003-754,858,Poupança,2001-04-16,23.863107460643395,43336.72,0.0,7,1392.69,Transferência,Média,Sim,Veículo,43451.96,1.6,36.0,Em Dia,Internet Banking,0.0,Neutro,40621.45,6.68,24718.36,34.84,9,247070.14,1.26,Moderado,Média Renda,Sim,Não,Não,Não,83.43,0.4,100.0,0
Laís Novais,1965-02-25,60,Outro,Casado,Brasileira,Superior Incompleto,Gerente,6428.2,0.0,Não,13.7,73841-724,710,Poupança,1984-12-14,40.19986310746064,133349.84,0.0,9,3451.0,Depósito,Alta,Não,,,,,,Agência Física,1.0,Insatisfeito,126687.4,5.26,9689.36,61.84,5,121172.31,1.72,Arrojado,Alta Renda,Sim,Sim,Não,Sim,87.05,1.0,100.0,1
João Lucas Almeida,1965-02-25,60,Masculino,Solteiro,Brasileira,Ensino Fundamental,Enfermeiro,3510.08,0.0,Não,7.4,57042-134,735,Digital,1997-08-09,27.548254620123203,15053.5,0.0,24,325.29,Compra Débito,Baixa,Não,,,,,,Agência Física,2.0,,14446.57,4.2,10903.63,66.48,7,39246.38,1.78,Conservador,Varejo,Sim,Não,Não,Não,80.7,4.7,100.0,1
Vitor Hugo Rodrigues,1965-02-25,60,Masculino,Divorciado,Argentina,Superior Incompleto,Vendedor,12499.97,2.0,Sim,26.8,77638-149,853,Corrente,2010-03-07,14.97330595482546,10945.45,19116.54,34,2888.11,Compra Crédito,Alta,Sim,Pessoal,96195.32,2.75,48.0,Em Dia,Agência Física,0.0,Satisfeito,9879.76,10.79,43733.36,44.97,5,281853.29,1.44,Arrojado,Alta Renda,Sim,Sim,Sim,Não,58.85,0.6,100.0,0
Dr. João Gabriel Nunes,1965-02-25,60,Feminino,Solteiro,Argentina,Ensino Fundamental,Empresário,3301.18,0.0,Sim,9.7,43087-589,789,Corrente,2016-03-17,8.944558521560575,4247.05,3590.19,27,226.41,Transferência,Média,Sim,Pessoal,29033.58,3.42,12.0,Em Dia,Mobile Banking,0.0,Satisfeito,4513.79,-5.91,8117.49,29.43,1,21361.99,1.59,Conservador,Varejo,Sim,Não,Não,Não,77.53,0.7,100.0,1
Gustavo da Cunha,1965-02-25,60,Masculino,Viúvo,Brasileira,Ensino Fundamental,Estudante,3028.96,0.0,Sim,12.2,23231-748,696,Poupança,1989-02-19,36.016427104722794,27196.4,0.0,2,401.81,Depósito,Alta,Não,,,,,,,0.0,Insatisfeito,26655.69,2.03,4124.48,25.57,10,273638.31,2.6,Arrojado,Média Renda,Sim,Não,Sim,Não,55.07,0.7,40.86,0
Dr. Rael Pereira,1965-02-25,60,Feminino,Casado,Brasileira,Ensino Médio,Vendedor,5904.94,1.0,Sim,15.5,74063-152,773,Corrente,2021-05-17,3.7782340862423,10553.14,5512.54,45,357.74,Transferência,Média,Sim,Consignado,46135.42,1.2,60.0,Em Dia,Agência Física,0.0,,9738.11,8.37,10239.18,73.2,3,147824.08,2.4,Moderado,Média Renda,Sim,Sim,Sim,Não,90.77,0.0,100.0,1
Pedro Lucas Pimenta,1965-02-25,60,Feminino,Casado,Brasileira,Ensino Médio,Enfermeiro,4348.33,0.0,Não,3.3,45105-970,712,Corrente,2014-05-30,10.743326488706366,25024.1,5635.28,30,288.92,Transferência,Alta,Não,,,,,,Mobile Banking,0.0,Insatisfeito,23503.38,6.47,12353.03,40.99,4,64832.54,2.34,Moderado,Média Renda,Sim,Sim,Não,Não,73.28,1.5,97.92,1
Enzo Gabriel das Neves,1965-02-25,60,Masculino,Viúvo,Brasileira,Ensino Fundamental,Engenheiro,2784.05,0.0,Não,,83800-505,655,Salário,2019-01-29,6.075290896646133,2996.04,0.0,8,196.31,Saque,Média,Não,,,,,,Agência Física,0.0,Neutro,3191.16,-6.11,3066.54,60.89,5,96109.66,1.8,Conservador,Varejo,Sim,Não,Sim,Não,70.81,1.7,78.01,1
Ayla Monteiro,1965-02-25,60,Feminino,Solteiro,Brasileira,Ensino Médio,Gerente,6226.55,0.0,Não,6.8,46269-629,736,Corrente,2012-06-22,12.678986995208762,15522.05,7522.2,37,643.76,Pagamento de Boleto,Média,Não,,,,,,Telefone,0.0,Neutro,20302.49,-23.55,6993.28,51.19,7,112286.56,1.69,Arrojado,Média Renda,Sim,Não,Não,Não,80.6,0.6,60.81,0
Dr. Vinícius Castro,1965-02-25,60,Feminino,Casado,Brasileira,Pós-Graduação,Autônomo,24101.61,0.0,Sim,14.7,16775-118,896,Poupança,1985-03-11,39.96167008898015,303702.54,0.0,6,11675.22,Depósito,Média,Sim,Veículo,246556.5,1.52,48.0,Em Dia,Internet Banking,0.0,Satisfeito,291970.64,4.02,72312.6,9.09,9,1184190.47,1.37,Conservador,Private,Sim,Não,Não,Não,74.43,0.7,71.62,0
Dra. Larissa Barros,1965-02-25,60,Feminino,Casado,Brasileira,Superior Completo,Vendedor,6138.67,2.0,Não,3.1,73041-301,813,Digital,1992-12-26,32.167008898015055,6852.66,0.0,20,282.46,Depósito,Baixa,Não,,,,,,Agência Física,,Neutro,6580.93,4.13,23381.46,25.61,8,262215.79,0.99,Moderado,Média Renda,Sim,Sim,Sim,Não,85.8,0.1,85.03,0
Luara Mendes,1965-02-25,60,Masculino,Divorciado,Brasileira,Superior Completo,Técnico,11369.7,0.0,Sim,2.7,30249-228,843,Corrente,2017-03-14,7.953456536618754,23656.08,9745.42,55,,Saque,,Sim,Pessoal,75122.24,2.63,24.0,Em Dia,Agência Física,0.0,Neutro,19540.55,21.06,27507.71,42.1,3,186330.16,0.93,Moderado,Alta Renda,Sim,Sim,Não,Sim,87.37,0.3,100.0,0
Milena da Mota,1965-02-25,60,Feminino,Casado,Brasileira,Superior Incompleto,Estudante,5639.58,0.0,Sim,2.3,51522-913,815,Salário,1998-10-10,26.379192334017795,96515.23,0.0,17,509.13,Compra Débito,Alta,Não,,,,,,Agência Física,0.0,Neutro,89356.51,8.01,10034.85,65.73,5,73514.21,1.05,Moderado,Alta Renda,Sim,Não,Sim,Sim,72.34,0.3,86.32,0
Sra. Melina Viana,1965-02-25,60,Feminino,Divorciado,Brasileira,Ensino Médio,Médico,3795.08,1.0,Não,10.8,18500-194,725,Corrente,1985-08-28,39.49623545516769,6498.09,5028.03,22,799.22,Compra Crédito,Alta,Não,,,,,,Internet Banking,,Neutro,5944.9,9.31,12097.16,21.75,11,242847.87,2.79,Moderado,Varejo,Sim,Sim,Não,Não,29.88,1.4,24.67,0
Ana Cecília Monteiro,1965-02-25,60,Masculino,Casado,Brasileira,Ensino Médio,Motorista,4981.84,3.0,Não,0.4,95721-569,693,Poupança,1985-01-17,40.10677618069816,155748.18,0.0,2,2085.72,Depósito,Baixa,Não,,,,,,Telefone,0.0,,147548.92,5.56,6124.47,42.82,9,539109.27,2.28,Arrojado,Alta Renda,Sim,Sim,Sim,Sim,55.75,6.5,49.22,1
Joana Pimenta,1965-02-25,60,Masculino,Divorciado,Brasileira,Ensino Médio,Vendedor,3296.88,1.0,Sim,5.8,91130-210,785,Corrente,1995-07-30,29.57700205338809,19058.37,5046.53,29,261.14,Pagamento de Boleto,Média,Sim,Veículo,29124.11,1.88,60.0,Em Dia,Internet Banking,0.0,Neutro,18295.51,4.17,11253.48,14.97,8,130652.25,1.65,Conservador,Varejo,Sim,Sim,Não,Não,90.68,0.7,81.16,0
Sra. Bianca Novaes,1965-02-25,60,Masculino,Solteiro,Brasileira,Ensino Fundamental,Vendedor,2735.37,1.0,Sim,14.6,36422-839,699,Salário,2021-07-11,3.6276522929500334,11926.11,0.0,16,203.32,Saque,Baixa,Não,,,,,,Mobile Banking,0.0,Neutro,12028.55,-0.85,6519.8,66.4,4,99578.48,1.86,Conservador,Varejo,Sim,Não,Não,Não,65.83,1.5,99.98,1
Srta. Ayla Silva,1965-02-25,60,Feminino,Viúvo,Brasileira,Superior Incompleto,Autônomo,5586.51,0.0,Sim,21.2,50216-995,776,Poupança,1987-10-11,37.37713894592745,253942.55,0.0,8,1994.16,Saque,Baixa,Não,,,,,,Agência Física,,Neutro,240691.29,5.51,17213.95,89.77,6,183898.16,2.24,Arrojado,Alta Renda,Sim,Não,Não,Não,93.8,0.1,100.0,1
Júlia Siqueira,1965-02-25,60,Masculino,Viúvo,Brasileira,Ensino Médio,Advogado,3638.66,0.0,Sim,37.9,56493-774,719,Digital,2017-01-07,8.134154688569472,7427.96,0.0,19,436.73,Compra Crédito,Baixa,Não,,,,,,Agência Física,0.0,Neutro,7525.21,-1.29,10450.17,6.18,4,110817.86,2.58,Moderado,Varejo,Sim,Sim,Sim,Não,74.22,4.8,38.46,0
Luiz Henrique Montenegro,1965-02-25,60,Masculino,Casado,Brasileira,Superior Incompleto,Autônomo,7934.12,2.0,Sim,17.3,36815-841,775,Poupança,1993-09-23,31.42505133470226,47008.11,0.0,5,2637.59,Saque,Média,Não,,,,,,,0.0,,46429.5,1.25,9272.27,51.39,10,924643.04,2.65,Moderado,Média Renda,Sim,Sim,Não,Não,47.58,0.6,45.39,0
Maria Fernanda Abreu,1965-02-25,60,Feminino,Casado,Brasileira,Superior Incompleto,Técnico,8656.15,1.0,Sim,12.8,90865-762,804,Corrente,2000-09-07,24.468172484599588,-2155.52,10448.02,33,856.42,Saque,Média,Não,,,,,,Internet Banking,0.0,Neutro,-2075.67,3.85,17637.67,37.89,8,232787.81,0.87,Arrojado,Alta Renda,Não,Sim,Sim,Sim,,,18.15,0
Maria Flor Pacheco,1965-02-25,60,Feminino,Casado,Brasileira,Ensino Fundamental,Técnico,3929.09,1.0,Sim,,97249-324,673,Digital,2021-07-27,3.583846680355921,12069.72,0.0,29,745.7,Compra Débito,Alta,Não,,,,,,Internet Banking,1.0,Insatisfeito,11699.39,3.17,9416.8,45.67,3,139109.89,2.28,Moderado,Varejo,Sim,Não,Não,Não,61.47,1.5,75.94,1
Dr. Henry Azevedo,1965-02-25,60,Masculino,Solteiro,Brasileira,Superior Completo,Engenheiro,3776.01,1.0,Sim,22.5,97328-562,750,Corrente,1997-09-13,27.45242984257358,11560.86,3665.25,20,,Compra Crédito,Alta,Não,,,,,,Internet Banking,0.0,Neutro,12085.11,-4.34,10721.21,44.63,8,316892.92,2.04,Conservador,Varejo,Sim,Não,Não,Não,59.71,0.8,79.03,0
Bárbara da Cruz,1965-02-25,60,Feminino,Casado,Brasileira,Ensino Fundamental,Engenheiro,4254.89,3.0,Não,5.7,94923-538,611,Corrente,2022-02-24,3.0034223134839158,3721.21,5041.88,28,276.8,Transferência,Média,Não,,,,,,Telefone,0.0,Neutro,3929.19,-5.29,11576.32,67.32,4,166866.78,3.6,Conservador,Média Renda,Sim,Não,Não,Não,88.22,2.1,100.0,1
Emanuel Rocha,1965-02-25,60,Feminino,Casado,Brasileira,Ensino Médio,Recepcionista,4473.55,0.0,Sim,34.3,46811-434,731,Salário,2022-05-25,2.757015742642026,16644.87,0.0,12,707.2,Saque,Média,Não,,,,,,Agência Física,1.0,Neutro,16796.46,-0.9,12660.36,42.32,2,15339.11,1.58,Conservador,Média Renda,Sim,Não,Não,Não,87.2,0.3,100.0,1
Pietro Teixeira,1965-02-25,60,Masculino,Casado,,Ensino Médio,Motorista,6621.56,3.0,Sim,21.6,84974-947,795,Corrente,2017-04-26,7.835728952772074,10336.19,7475.02,46,883.45,Transferência,Média,Não,,,,,,Mobile Banking,0.0,Neutro,10061.28,2.73,17359.46,34.72,3,126445.26,2.04,Conservador,Média Renda,Não,Não,Não,Não,,,22.34,0
Helena Moraes,1965-02-25,60,Feminino,Casado,Brasileira,Superior Incompleto,Professor,9488.72,1.0,Sim,,43134-760,839,Corrente,1991-12-16,33.19644079397673,77493.61,12609.9,36,796.27,Compra Crédito,Baixa,Não,,,,,,Agência Física,0.0,Neutro,88911.06,-12.84,29688.47,36.59,7,531617.52,1.31,Conservador,Alta Renda,Sim,Sim,Sim,Sim,82.03,0.2,100.0,0
Bruna Duarte,1965-02-25,60,Masculino,Divorciado,,Ensino Fundamental,Contador,4401.97,0.0,Não,8.0,50391-332,745,Corrente,1988-04-17,36.85968514715948,72915.54,4164.93,25,531.23,Transferência,Alta,Sim,Consignado,44800.92,1.49,60.0,Em Dia,Mobile Banking,0.0,Satisfeito,70625.58,3.24,10842.87,50.07,9,700971.63,1.76,Conservador,Alta Renda,Sim,Não,Não,Não,60.13,4.8,98.09,1
Ravy Jesus,1965-02-25,60,Masculino,Casado,Outras,Superior Incompleto,Advogado,5622.3,3.0,Não,1.4,58210-991,805,Salário,2016-11-12,8.28747433264887,40346.01,0.0,18,1141.67,Transferência,Alta,Sim,Veículo,59911.15,1.14,60.0,Em Dia,Mobile Banking,0.0,Satisfeito,38297.59,5.35,8363.97,69.16,2,24458.28,0.89,Moderado,Média Renda,Não,Sim,Não,Não,,,32.52,0
Ana Cecília Oliveira,1965-02-25,60,Feminino,Solteiro,Brasileira,Ensino Médio,Estudante,6325.94,1.0,Não,5.4,35114-800,721,Corrente,2021-09-07,3.468856947296372,13868.01,7722.71,50,528.39,Compra Crédito,Alta,Não,,,,,,Mobile Banking,0.0,Neutro,13509.46,2.65,13298.69,53.33,2,247494.37,1.58,Moderado,Média Renda,Sim,Sim,Não,Não,91.83,0.9,100.0,1
Emanuel Fonseca,1965-02-25,60,Feminino,Divorciado,Brasileira,Superior Completo,Enfermeiro,11100.54,1.0,Não,15.5,38708-804,760,Poupança,1986-09-11,38.458590006844624,349513.04,0.0,6,1425.89,Saque,Média,Não,,,,,,Telefone,0.0,Neutro,334083.54,4.62,36761.72,23.76,11,717488.18,2.68,Conservador,Alta Renda,Sim,Sim,Sim,Não,70.63,0.8,86.89,1
Luan Costa,1965-02-25,60,Feminino,Solteiro,Brasileira,Superior Completo,Recepcionista,10505.26,0.0,Sim,6.5,14246-339,861,Corrente,2002-05-09,22.80082135523614,22982.19,12035.06,48,1122.25,Transferência,Média,Não,,,,,,Telefone,0.0,Neutro,26438.96,-13.07,43592.66,35.85,9,642996.44,1.47,Arrojado,Alta Renda,Sim,Não,Não,Sim,87.92,1.4,100.0,0
Stella Sampaio,1965-02-25,60,Feminino,Casado,Portuguesa,,Médico,,0.0,Sim,12.6,60892-933,752,Corrente,1993-08-28,31.49623545516769,13580.56,4964.72,24,418.03,Saque,Média,Não,,,,,,Agência Física,0.0,Neutro,14107.14,-3.73,4267.3,34.71,12,193210.24,2.34,Conservador,Varejo,Sim,Não,Não,Não,64.24,0.2,41.09,0
